Month,Calendar Year,Fiscal Year,Month Date,Route,Riders
Nov,2018,FY18-19,11/01/2018 12:00:00 AM,61,49936
Nov,2018,FY18-19,11/01/2018 12:00:00 AM,77,1795
Nov,2018,FY18-19,11/01/2018 12:00:00 AM,96,32667
Nov,2018,FY18-19,11/01/2018 12:00:00 AM,Buzz,11951
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,104,12886
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,108,1507
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,112,52710
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,120,6491
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,128,6940
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,136,8752
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,156,868
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,184,8805
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,30,23331
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,40,43271
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,45,25165
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,531,892
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,533,3278
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,535,2681
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,541,828
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,61,47209
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,77,1919
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,96,31778
Dec,2018,FY18-19,12/01/2018 12:00:00 AM,Buzz,11674
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,104,14571
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,108,1413
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,112,57184
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,120,7312
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,128,6843
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,136,10036
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,156,1244
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,184,10232
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,30,26562
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,40,45721
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,45,27926
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,531,2660
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,533,4271
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,535,3372
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,541,1167
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,61,50370
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,77,2285
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,96,32841
Jan,2019,FY18-19,01/01/2019 12:00:00 AM,Buzz,12498
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,104,13256
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,108,1164
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,112,51321
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,120,6016
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,128,6741
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,136,9176
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,156,1256
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,184,9219
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,30,23253
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,40,40368
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,45,24905
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,531,975
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,533,4251
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,535,3101
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,541,875
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,61,45367
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,77,2048
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,96,33921
Feb,2019,FY18-19,02/01/2019 12:00:00 AM,Buzz,11438
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,104,14193
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,108,1527
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,112,54594
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,120,6225
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,128,7058
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,136,10618
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,156,1448
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,184,9788
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,30,24074
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,40,43865
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,45,25037
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,531,1138
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,533,4412
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,535,3309
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,541,970
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,61,47197
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,77,2089
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,96,33544
Mar,2019,FY18-19,03/01/2019 12:00:00 AM,Buzz,11591
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,531,1068
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,40,43971
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,108,1487
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,136,12771
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,96,33727
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,541,1081
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,156,2162
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,104,15239
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,30,24815
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,77,2881
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,128,7031
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,535,3713
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,45,26513
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,61,49041
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,Buzz,12498
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,533,4761
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,112,56338
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,120,6384
Apr,2019,FY18-19,04/01/2019 12:00:00 AM,184,9900
May,2019,FY18-19,05/01/2019 12:00:00 AM,104,16104
May,2019,FY18-19,05/01/2019 12:00:00 AM,112,56917
May,2019,FY18-19,05/01/2019 12:00:00 AM,77,2766
May,2019,FY18-19,05/01/2019 12:00:00 AM,120,6719
May,2019,FY18-19,05/01/2019 12:00:00 AM,40,40909
May,2019,FY18-19,05/01/2019 12:00:00 AM,156,1643
May,2019,FY18-19,05/01/2019 12:00:00 AM,Buzz,12910
May,2019,FY18-19,05/01/2019 12:00:00 AM,136,18274
May,2019,FY18-19,05/01/2019 12:00:00 AM,108,1434
May,2019,FY18-19,05/01/2019 12:00:00 AM,531,757
May,2019,FY18-19,05/01/2019 12:00:00 AM,184,9173
May,2019,FY18-19,05/01/2019 12:00:00 AM,541,840
May,2019,FY18-19,05/01/2019 12:00:00 AM,128,7436
May,2019,FY18-19,05/01/2019 12:00:00 AM,61,43663
May,2019,FY18-19,05/01/2019 12:00:00 AM,96,32144
May,2019,FY18-19,05/01/2019 12:00:00 AM,535,3409
May,2019,FY18-19,05/01/2019 12:00:00 AM,30,23745
May,2019,FY18-19,05/01/2019 12:00:00 AM,45,24760
May,2019,FY18-19,05/01/2019 12:00:00 AM,533,4310
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,40,31335
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,77,2086
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,541,34
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,531,100
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,128,6151
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,533,4139
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,136,15482
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,96,30054
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,104,12770
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,535,3163
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,120,6203
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,45,20180
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,112,51939
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,108,1288
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,184,7766
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,156,1239
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,30,19406
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,Buzz,9787
Jun,2019,FY18-19,06/01/2019 12:00:00 AM,61,39788
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,535,2921
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,136,15627
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,40,31398
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,156,1118
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,533,4368
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,541,104
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,96,30620
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,104,12889
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,61,37924
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,184,8083
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,108,1473
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,128,6412
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,531,54
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,112,52248
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,Buzz,8969
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,77,1596
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,30,20108
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,120,6393
Jul,2019,FY19-20,07/01/2019 12:00:00 AM,45,20407
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,541,27
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,77,1684
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,535,3403
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,104,15936
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,156,1517
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,533,4205
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,Buzz,12191
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,184,9448
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,531,38
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,45,23288
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,128,7420
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,30,23080
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,120,6483
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,112,55726
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,40,34620
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,108,1513
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,96,33621
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,136,12664
Aug,2019,FY19-20,08/01/2019 12:00:00 AM,61,45877
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,120,6086
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,533,4460
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,104,13275
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,45,22063
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,77,1612
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,531,346
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,108,1670
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,184,9376
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,535,3071
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,541,274
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,40,33436
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,61,44961
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,156,1581
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,Buzz,12681
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,136,12714
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,96,33979
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,112,51750
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,30,21391
Sep,2019,FY19-20,09/01/2019 12:00:00 AM,128,6894
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,120,6313
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,30,27848
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,Buzz,13277
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,533,4710
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,128,8420
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,45,25171
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,77,2083
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,104,15717
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,112,59698
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,136,17500
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,96,35701
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,61,48577
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,184,10455
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,541,1096
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,156,1261
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,531,1234
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,108,1655
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,535,3684
Oct,2019,FY19-20,10/01/2019 12:00:00 AM,40,33058
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,535,2638
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,104,15040
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,77,1930
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,Buzz,11663
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,120,5838
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,112,52405
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,40,34272
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,30,20445
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,45,22208
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,136,13508
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,156,1335
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,108,1809
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,541,947
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,61,42999
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,96,31751
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,184,8996
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,533,3597
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,128,8762
Nov,2019,FY19-20,11/01/2019 12:00:00 AM,531,991
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,108,1553
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,61,40850
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,45,22070
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,541,882
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,128,9125
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,533,3096
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,77,2478
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,40,35985
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,531,975
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,120,4866
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,136,13207
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,156,846
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,96,31259
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,535,2490
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,30,20679
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,104,14338
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,112,50943
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,184,8381
Dec,2019,FY19-20,12/01/2019 12:00:00 AM,Buzz,12321
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,136,14251
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,104,16132
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,61,45084
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,535,3363
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,541,1109
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,45,23159
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,156,888
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,112,53921
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,108,1810
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,96,33367
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,533,4191
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,184,9845
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,120,4625
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,128,10733
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,40,36737
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,77,1840
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,531,1088
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,30,22568
Jan,2020,FY19-20,01/01/2020 12:00:00 AM,Buzz,12133
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,61,45330
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,128,8175
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,45,20642
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,156,1076
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,77,2001
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,112,51592
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,Buzz,11139
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,30,22035
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,120,4698
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,184,10758
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,96,32129
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,531,966
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,535,3173
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,136,14821
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,104,15328
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,40,33578
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,533,3574
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,541,1030
Feb,2020,FY19-20,02/01/2020 12:00:00 AM,108,1630
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,Buzz,7719
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,96,25649
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,533,2204
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,128,6893
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,104,11868
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,45,13951
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,541,666
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,77,1047
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,61,31671
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,40,30078
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,112,43326
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,108,1195
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,184,9196
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,30,16307
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,156,681
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,535,1832
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,531,602
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,120,3347
Mar,2020,FY19-20,03/01/2020 12:00:00 AM,136,10782
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,40,23051
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,156,447
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,128,5041
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,77,872
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,96,17466
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,531,146
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,Buzz,5171
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,108,908
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,61,20847
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,45,10971
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,533,525
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,541,85
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,120,2297
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,30,14243
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,535,332
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,104,8090
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,112,30212
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,184,5855
Apr,2020,FY19-20,04/01/2020 12:00:00 AM,136,8001
May,2020,FY19-20,05/01/2020 12:00:00 AM,61,22273
May,2020,FY19-20,05/01/2020 12:00:00 AM,120,2916
May,2020,FY19-20,05/01/2020 12:00:00 AM,533,565
May,2020,FY19-20,05/01/2020 12:00:00 AM,156,415
May,2020,FY19-20,05/01/2020 12:00:00 AM,30,12895
May,2020,FY19-20,05/01/2020 12:00:00 AM,112,31811
